word	rank	flags	current_breakdown
gentianaceae	262460	stray,lowconf,unknown	gen·t·ian·ace·ae
capricornus	262782	stray,lowconf,unknown	cap·r·ic·or·nu·s
manky	263301	stray,unknown	man·k·y
tortuosity	264344	stray,unknown	tort·u·osity
ponstel	264572	stray,lowconf,unknown	pon·s·tel
superficies	264865	stray,unknown	super·fic·i·es
theogony	265049	stray,lowconf,unknown	theo·gon·y
exegete	265057	stray	ex·eget·e
indispensability	265184	stray,unknown	in·dis·pens·a·bi·l·ity
skilly	265377	stray,unknown	ski·l·ly
attorn	265420	stray,unknown	at·tor·n
hydrastis	265641	stray,lowconf,unknown	hydr·a·s·ti·s
exophthalmos	266250	stray,lowconf,unknown	ex·op·hth·al·mo·s
geomancer	266442	stray,unknown	geo·man·c·er
obligatorily	266587	stray,unknown	ob·lig·ator·i·ly
neoteny	266697	stray	neo·ten·y
gestate	267079	stray,unknown	ge·s·t·ate
passero	267377	stray,unknown	pass·er·o
sectral	267791	stray,unknown	sect·r·al
unremarked	267799	stray,unknown	un·re·mar·k·ed
dissuasive	268646	stray,unknown	dis·su·a·s·ive
archilochus	268965	stray,lowconf,unknown	arch·i·loc·hu·s
insectivora	269677	stray,unknown	in·sect·i·vor·a
respire	270424	stray	re·spir·e
onomastics	270623	stray,unknown	onom·a·s·t·ic·s
hydrostatics	270941	stray,unknown	hydro·s·tat·ic·s
immoveable	271498	stray,unknown	im·mov·e·able
corporeality	272036	stray,unknown	corpor·e·al·ity
temperamentally	272844	stray,unknown	temp·er·a·ment·al·ly
ezo	273405	stray	e·zo
uncongenial	273498	stray,unknown	un·con·gen·i·al
coelogyne	274436	stray,unknown	co·e·logy·ne
exclamatory	275049	stray	ex·clam·ator·y
preeminently	275094	stray	pre·e·min·ent·ly
absentminded	275664	stray,unknown	ab·sent·min·d·ed
aquitania	276181	stray,lowconf,unknown	aqui·t·an·ia
nomenklatura	277102	stray,lowconf,unknown	nom·en·kla·tur·a
signior	277135	stray,unknown	sign·i·or
editorialist	277548	stray,unknown	e·di·tor·i·al·ist
cherimoya	277627	stray,lowconf,unknown	cher·imo·y·a
archduchess	277651	stray,unknown	arch·duc·h·ess
thespis	277825	stray,lowconf,unknown	the·s·pi·s
gromyko	278194	stray,lowconf,unknown	gro·m·y·ko
overvalue	278213	stray,lowconf,unknown	o·ver·v·al·ue
ferricyanide	278305	stray,lowconf,unknown	fer·r·ic·y·an·ide
groenendael	278316	stray,unknown	gro·en·en·d·ae·l
aizoaceae	279675	stray,lowconf,unknown	a·i·zo·ace·ae
ponderously	280099	stray,unknown	pon·d·er·ous·ly
coaming	280174	stray,unknown	co·a·min·g
belligerency	280219	stray,unknown	belli·ge·r·ency
saccharose	280415	stray,lowconf,unknown	sac·ch·ar·o·s·e
navane	280459	stray	nav·an·e
regnant	281484	stray,unknown	reg·n·ant
pederasty	282715	stray,unknown	ped·er·a·s·ty
economise	282765	stray	e·co·nom·ise
magnetised	283116	stray,lowconf,unknown	magn·et·ise·d
synchroniser	285203	stray,unknown	syn·chron·ise·r
tactual	285551	stray,unknown	tact·u·al
pachytene	287521	stray	pachy·ten·e
oligospermia	288937	stray,lowconf,unknown	o·lig·o·s·p·er·mia
perfectibility	289235	stray,unknown	per·fect·i·bi·l·ity
multiplicand	289388	stray,unknown	multi·plic·an·d
unprepossessing	289445	stray	un·pre·pos·s·ess·ing
declamatory	290104	stray	de·clam·ator·y
editorialize	290800	stray,unknown	e·di·tor·i·al·ize
marylander	290809	stray,unknown	mar·y·l·an·d·er
condemnable	290985	stray,unknown	con·dem·n·able
decentralising	293247	stray,unknown	de·centr·al·i·s·ing
alectoris	293283	stray,unknown	a·lect·or·i·s
alecto	293401	stray,unknown	a·lect·o
alauda	293986	stray,unknown	al·aud·a
trihydroxy	294972	stray,unknown	tri·hydro·x·y
locusta	296073	stray,lowconf,unknown	loc·u·s·ta
tangibility	296587	stray,unknown	tang·i·bi·l·ity
sensuousness	297224	stray,unknown	sens·u·ous·ness
encipher	297695	stray,unknown	en·cip·h·er
interpellation	297966	stray,unknown	inter·pel·l·ation
prognosticate	299066	stray,unknown	pro·gnos·t·ic·ate
undistinguishable	299455	stray,unknown	un·dis·ting·u·ish·able
aflutter	300372	stray,unknown	a·flu·tt·er
diaphyseal	300435	stray,unknown	dia·phys·e·al
limenitis	301207	stray,lowconf,unknown	limen·iti·s
belligerently	301745	stray,unknown	belli·ge·r·ent·ly
cotinus	302095	stray,unknown	co·tin·u·s
amorpha	302141	stray,lowconf,unknown	a·mor·pha
nonmaterial	302328	stray,unknown	non·mater·i·al
factuality	302579	stray,unknown	fact·u·al·ity
anomic	303062	stray	a·nom·ic
cocytus	303775	stray,unknown	co·cyt·u·s
specializer	303945	stray,unknown	spec·i·al·ize·r
bionomics	304298	stray	bio·nom·ic·s
angevine	304781	stray,unknown	an·ge·v·ine
sympathiser	305303	stray,unknown	sym·path·ise·r
inextinguishable	305895	stray,unknown	in·ex·ting·u·ish·able
expansible	306730	stray	ex·pan·s·ible
monstera	306806	stray,unknown	monster·a
asimina	307042	stray,lowconf,unknown	as·i·min·a
econometrician	307115	stray	e·con·o·metr·ic·ian
unspecialized	307711	stray,unknown	un·spec·i·al·ize·d
thelypteris	307983	stray,lowconf,unknown	the·ly·pt·er·i·s
thessalian	308166	stray	the·s·s·al·ian
coliphage	308524	stray	col·i·phag·e
countersignature	309192	stray,unknown	counter·sign·a·ture
manichaeism	309294	stray,unknown	man·ic·h·ae·ism
apodemus	309316	stray,unknown	ap·o·dem·u·s
aleatory	309430	stray	al·e·a·tor·y
reimpose	309643	stray	re·im·pos·e
insolubility	310565	stray,unknown	in·solu·bi·l·ity
archaism	310568	stray,unknown	arch·a·ism
saceur	311826	stray,unknown	sac·e·ur
eisenstaedt	312109	stray,lowconf,unknown	e·i·sens·t·ae·dt
finnic	312280	stray,unknown	fin·n·ic
exaggeratedly	312390	stray,unknown	ex·ag·ge·r·ate·d·ly
vitalizer	313076	stray,unknown	vit·al·ize·r
symbiotically	313320	stray,unknown	sym·bio·t·ical·ly
visken	313437	stray,unknown	vis·k·en
transistorized	314845	stray,unknown	tran·sist·or·ize·d
emarginate	314863	stray,lowconf,unknown	e·mar·gin·ate
dedifferentiation	315474	stray,unknown	de·dif·fer·ent·i·ation
aptenodytes	315906	stray,lowconf,unknown	ap·ten·od·y·t·es
pulseless	316156	stray,unknown	puls·e·less
thessalia	316280	stray,unknown	the·s·s·al·ia
polysemantic	317311	stray,unknown	poly·se·man·t·ic
sugarberry	317966	stray,unknown	sugar·b·er·r·y
hydropathy	318832	stray	hydro·path·y
centropus	319360	stray,unknown	centr·op·u·s
attainability	319602	stray,unknown	at·tain·a·bi·l·ity
albigensian	319603	stray	al·bi·gen·s·ian
quiscalus	320122	stray,unknown	quis·c·al·u·s
capparis	320433	stray,unknown	cap·p·ar·i·s
sciara	321490	stray,unknown	sci·ar·a
dissuasion	321498	stray,unknown	dis·su·a·sion
unmarred	321870	stray,unknown	un·mar·r·ed
curst	322007	stray,unknown	curs·t
individuate	322201	stray,unknown	in·di·vid·u·ate
hydrus	322511	stray,unknown	hydr·u·s
consolatory	322812	stray	con·sol·ator·y
contemporaneity	322940	stray,unknown	con·tempor·an·e·ity
cotinga	323986	stray,unknown	co·ting·a
demoralisation	324111	stray,unknown	de·mor·al·i·s·ation
informatory	324148	stray	in·form·ator·y
reverentially	324642	stray,unknown	re·ver·ent·i·al·ly
synthetical	325166	stray,unknown	syn·the·t·ical
incorruptibility	325341	stray,unknown	in·cor·rupt·i·bi·l·ity
dipodomys	326252	stray,unknown	di·pod·om·y·s
nonaligned	327815	stray,unknown	non·a·lig·n·ed
materialisation	327919	stray,unknown	mater·i·al·i·s·ation
anacardium	329260	stray	an·a·cardi·um
azote	329893	stray,lowconf,unknown	a·zo·te
deferentially	330111	stray,unknown	de·fer·ent·i·al·ly
accessorial	330322	stray,unknown	ac·cess·or·i·al
Aamoth	-	stray,unknown	a·a·mot·h
aatheist	-	stray	a·a·the·ist
abacomancy	-	stray	ab·a·co·man·cy
abator	-	stray	ab·a·tor
Abbasi	-	stray,lowconf,unknown	abb·a·s·i
Abbott	-	stray,unknown	abbot·t
abbreve	-	stray	ab·brev·e
abbreviationitis	-	stray,unknown	ab·brevi·ation·iti·s
abditory	-	stray	ab·di·tor·y
abducens	-	stray	ab·duc·en·s
abductory	-	stray	ab·duc·tor·y
abecedarium	-	stray,unknown	ab·e·ced·ar·i·um
abecedarius	-	stray,unknown	ab·e·ced·ar·iu·s
abecedary	-	stray	ab·e·ced·ary
abecedism	-	stray	ab·e·ced·ism
Abellera	-	stray,unknown	a·bell·er·a
Abiang	-	stray,unknown	a·bi·an·g
abidance	-	stray,unknown	a·bi·d·ance
abience	-	stray	a·bi·ence
abient	-	stray	a·bi·ent
abigeus	-	stray,unknown	a·bi·ge·u·s
Abiko	-	stray,lowconf,unknown	a·bi·ko
abila	-	stray,lowconf,unknown	a·bi·la
abilitude	-	stray,unknown	a·bi·l·itude
abilo	-	stray,lowconf,unknown	a·bi·lo
abiogenetic	-	stray,unknown	a·bio·gene·t·ic
abiogenist	-	stray	a·bio·gen·ist
abir	-	stray,unknown	a·bi·r
Abitur	-	stray	a·bi·tur
Abiturient	-	stray,unknown	a·bi·tur·i·ent
abiu	-	stray,unknown	a·bi·u
abogado	-	stray,lowconf,unknown	a·bog·ado
Abrego	-	stray,unknown	ab·reg·o
abreugraphy	-	stray	ab·re·u·graph·y
abscise	-	stray	abs·cis·e
absentmindedness	-	stray,unknown	ab·sent·min·d·ed·ness
abstrusity	-	stray	ab·stru·s·ity
abstrusive	-	stray	ab·stru·s·ive
abusua	-	stray,lowconf,unknown	ab·u·su·a
academented	-	stray	ac·a·de·ment·ed
academentia	-	stray,unknown	ac·ad·e·ment·ia
academese	-	stray	ac·a·dem·es·e
academial	-	stray,unknown	ac·a·dem·i·al
academical	-	stray	ac·a·dem·ical
academicism	-	stray	ac·a·dem·ic·ism
academicked	-	stray,unknown	ac·a·dem·ic·k·ed
academicking	-	stray,unknown	ac·a·dem·ic·k·ing
academism	-	stray	ac·a·dem·ism
Academus	-	stray,unknown	ac·a·dem·u·s
acapnia	-	stray,lowconf,unknown	a·cap·nia
acapnial	-	stray,unknown	a·cap·ni·al
acapnic	-	stray,unknown	a·cap·n·ic
acapnotic	-	stray,lowconf,unknown	a·cap·not·ic
acardiotrophy	-	stray,unknown	a·cardio·tro·phy
acatalectic	-	stray	ac·at·a·lect·ic
acathexia	-	stray,lowconf,unknown	ac·a·the·xia
acceptress	-	stray,unknown	ac·cept·r·ess
accessorially	-	stray,unknown	ac·cess·or·i·al·ly
accidens	-	stray,unknown	ac·cide·n·s
accismus	-	stray,unknown	ac·cis·mu·s
accompaniable	-	stray,unknown	ac·com·pan·i·able
accompanyist	-	stray	ac·com·pan·y·ist
Accompong	-	stray,unknown	ac·com·pon·g
accountingese	-	stray	ac·co·un·tin·ge·s·e
accurse	-	stray	ac·curs·e
Accurso	-	stray,unknown	ac·curs·o
accurst	-	stray,unknown	ac·curs·t
acedia	-	stray,lowconf,unknown	a·ced·ia
aceflux	-	stray	ac·e·flux
acentric	-	stray	a·centr·ic
acephobia	-	stray	ac·e·phobia
acephobic	-	stray	ac·e·phob·ic
acespec	-	stray	ac·e·spec
acetin	-	stray	ac·e·tin
acher	-	stray	a·cher
acheronian	-	stray,unknown	a·cher·on·ian
acherontic	-	stray,lowconf,unknown	a·cher·ont·ic
acipenseridae	-	stray,unknown	a·cip·en·s·er·id·ae
acquirability	-	stray,unknown	ac·quir·a·bi·l·ity
acracy	-	stray	a·cracy
actiniaria	-	stray,lowconf,unknown	ac·tin·i·ar·ia
actiniarian	-	stray,unknown	ac·tin·i·ar·ian
actiniopteris	-	stray,unknown	ac·tin·i·opt·er·i·s
actinomeris	-	stray,lowconf,unknown	ac·tin·om·er·i·s
actinomycetal	-	stray,lowconf,unknown	ac·tin·om·y·cet·al
actinomycetous	-	stray,lowconf,unknown	ac·tin·om·y·cet·ous
actinomycotic	-	stray,lowconf,unknown	ac·tin·om·y·cot·ic
actinomyxidian	-	stray,lowconf,unknown	ac·tin·om·y·xid·ian
actinopoda	-	stray,unknown	ac·tin·o·pod·a
actinozoa	-	stray,unknown	ac·tin·o·zo·a
actorvist	-	stray,unknown	ac·tor·vis·t
adamantize	-	stray,unknown	ad·a·man·t·ize
Adamany	-	stray	ad·a·man·y
additory	-	stray	ad·di·tor·y
Adduci	-	stray,unknown	ad·duc·i
Adem	-	stray	a·dem
Adephagia	-	stray,unknown	ad·e·phag·ia
adephagous	-	stray	a·de·phag·ous
adermin	-	stray,lowconf,unknown	a·derm·in
adicity	-	stray	a·dic·ity
adipoceriform	-	stray,lowconf,unknown	adip·oc·er·if·or·m
adiposeness	-	stray	a·di·pos·en·ess
adipositas	-	stray,unknown	a·di·posit·a·s
adjectivitis	-	stray,unknown	ad·ject·i·vit·i·s
Adlock	-	stray,unknown	ad·loc·k
adminisphere	-	stray,unknown	ad·min·i·s·ph·er·e
administrable	-	stray,unknown	ad·min·ist·r·able
administrationese	-	stray,unknown	ad·min·ist·r·ation·es·e
administress	-	stray,unknown	ad·min·ist·r·ess
admittable	-	stray,unknown	ad·mit·t·able
admittedness	-	stray,unknown	ad·mit·t·ed·ness
admittible	-	stray,unknown	ad·mit·t·ible
admove	-	stray	ad·mov·e
adnate	-	stray	ad·nat·e
advene	-	stray	ad·ven·e
advertisey	-	stray	ad·vert·ise·y
advertisingese	-	stray	ad·vert·i·sing·es·e
advertizer	-	stray,unknown	ad·vert·ize·r
advocatess	-	stray	ad·voc·ate·s·s
advoke	-	stray	ad·vok·e
adynamia	-	stray,unknown	a·dynam·ia
adynamic	-	stray	a·dynam·ic
aedicula	-	stray,lowconf,unknown	a·e·dic·ula
Aegeus	-	stray,unknown	a·e·ge·u·s
Aesacus	-	stray,unknown	a·e·sac·u·s
Aetheria	-	stray,lowconf,unknown	a·e·the·ria
aface	-	stray	a·fac·e
affidavy	-	stray,unknown	af·fid·av·y
affineur	-	stray,unknown	af·fin·e·ur
affranchi	-	stray,unknown	af·franch·i
aficionada	-	stray,lowconf,unknown	a·fic·ion·ada
aflush	-	stray,unknown	a·flu·s·h
aforedescribed	-	stray	a·fore·de·scrib·ed
afrancesado	-	stray,lowconf,unknown	a·franc·es·ado
aftarm	-	stray,unknown	af·tar·m
againstand	-	stray	ag·a·in·stand
agallochum	-	stray,unknown	ag·al·loc·h·um
agateophobic	-	stray	ag·at·e·o·phob·ic
ageable	-	stray	a·ge·able
ageful	-	stray	a·ge·ful
agelast	-	stray,lowconf,unknown	a·ge·la·s·t
Agen	-	stray	a·gen
agendapost	-	stray,unknown	ag·end·a·pos·t
agene	-	stray	a·gen·e
agenesia	-	stray,unknown	a·gene·s·ia
agenise	-	stray	a·gen·ise
agenize	-	stray	a·gen·ize
Agenor	-	stray	a·gen·or
agequeer	-	stray,lowconf,unknown	a·ge·qu·ee·r
agfluencer	-	stray,unknown	ag·flu·ence·r
aggeration	-	stray,unknown	ag·ge·r·ation
aggeus	-	stray,unknown	ag·ge·u·s
aggrade	-	stray	ag·grad·e
Agigea	-	stray,lowconf,unknown	ag·i·ge·a
agnate	-	stray	ag·nat·e
agnathan	-	stray,unknown	ag·nat·h·an
agnostical	-	stray,unknown	a·gnos·t·ical
agnosticize	-	stray,unknown	a·gnos·t·ic·ize
agnosy	-	stray	a·gnos·y
agrapha	-	stray,unknown	a·graph·a
agraphia	-	stray,unknown	a·graph·ia
agraphic	-	stray	a·graph·ic
agreeability	-	stray,unknown	ag·re·e·a·bi·l·ity
Agro	-	stray	a·gro
agrobiologic	-	stray	a·gro·bio·log·ic
agrobiology	-	stray	a·gro·bio·logy
agrogorod	-	stray,lowconf,unknown	a·gro·g·or·od
agrologic	-	stray	a·gro·log·ic
agrological	-	stray	a·gro·log·ical
agronomical	-	stray	a·gro·nom·ical
aimag	-	stray	a·i·mag
alabaman	-	stray	al·ab·a·man
Alamin	-	stray	al·a·min
alamoth	-	stray,unknown	al·a·mot·h
Alatorre	-	stray,unknown	al·a·tor·re
alba	-	stray,unknown	alb·a
Alba	-	stray,unknown	alb·a
Albala	-	stray,unknown	alb·al·a
Albanese	-	stray	alb·an·es·e
Albanisation	-	stray,unknown	alb·an·i·s·ation
Albano	-	stray,unknown	alb·an·o
Albarran	-	stray,unknown	alb·ar·r·an
Albats	-	stray,lowconf,unknown	alb·at·s
Alberico	-	stray,unknown	alb·er·ic·o
albero	-	stray,unknown	alb·er·o
Albertine	-	stray,unknown	alb·er·t·ine
albescent	-	stray,unknown	alb·es·c·ent
albethey	-	stray	alb·e·the·y
albie	-	stray	al·bi·e
albigenses	-	stray	al·bi·gen·s·es
albigensianism	-	stray	al·bi·gen·s·ian·ism
albinal	-	stray,unknown	al·bi·n·al
albinic	-	stray,unknown	al·bi·n·ic
albinistic	-	stray,unknown	al·bi·n·ist·ic
Albiter	-	stray,unknown	al·bi·t·er
albitic	-	stray,unknown	al·bi·t·ic
albo	-	stray,unknown	alb·o
Albo	-	stray,unknown	alb·o
alborg	-	stray,unknown	alb·or·g
Albouy	-	stray,lowconf,unknown	alb·ou·y
Albrandswaard	-	stray,lowconf,unknown	alb·r·an·d·s·wa·ar·d
albricias	-	stray,lowconf,unknown	alb·r·ic·ia·s
Albu	-	stray,unknown	alb·u
albuginea	-	stray,lowconf,unknown	alb·ug·ine·a
albularyo	-	stray,lowconf,unknown	alb·ul·ary·o
alburn	-	stray,unknown	alb·ur·n
Albyn	-	stray,unknown	alb·y·n
alcaeus	-	stray,unknown	alc·ae·u·s
alcaic	-	stray,unknown	alc·a·ic
alcalescent	-	stray,unknown	alc·al·es·c·ent
alcavala	-	stray,lowconf,unknown	alc·av·al·a
alce	-	stray	alc·e
Alcestis	-	stray,unknown	alc·est·i·s
alchemystical	-	stray,unknown	alch·em·y·s·t·ical
Alcheringa	-	stray,unknown	al·cher·ing·a
Alcmene	-	stray,unknown	alc·m·en·e
alco	-	stray,unknown	alc·o
alcoholiday	-	stray,lowconf,unknown	alcohol·ida·y
alcoholy	-	stray	alcohol·y
alcyonaria	-	stray,lowconf,unknown	alc·y·on·ar·ia
Alebion	-	stray,unknown	al·e·bio·n
alectis	-	stray,unknown	a·lect·i·s
alectoria	-	stray,unknown	a·lect·or·ia
Alectryon	-	stray,lowconf,unknown	a·lect·r·y·on
alectura	-	stray,unknown	a·lect·ur·a
Alegranza	-	stray,lowconf,unknown	a·leg·r·an·za
Alegria	-	stray,lowconf,unknown	a·leg·ria
Alemany	-	stray	al·e·man·y
alembication	-	stray,unknown	al·em·bi·c·ation
Alethea	-	stray,unknown	al·e·the·a
Aleysky	-	stray	al·e·y·sky
Alghero	-	stray,lowconf,unknown	alg·h·er·o
Algidus	-	stray,lowconf,unknown	alg·idu·s
Aliberti	-	stray,unknown	a·liber·ti
Alig	-	stray	a·lig
Aliganj	-	stray,unknown	a·lig·an·j
Aligarh	-	stray,unknown	a·lig·ar·h
aligot	-	stray,lowconf,unknown	a·lig·ot
Aliman	-	stray	a·lim·an
alimental	-	stray	a·lim·ent·al
alimentative	-	stray	a·lim·ent·ative
alimurgy	-	stray,unknown	a·lim·ur·g·y
alinement	-	stray	al·in·e·ment
allegoriser	-	stray,unknown	al·leg·or·ise·r
allegorizer	-	stray,unknown	al·leg·or·ize·r
alligatory	-	stray	al·lig·ator·y
Almario	-	stray,unknown	al·mari·o
alopius	-	stray,lowconf,unknown	al·op·iu·s
altarward	-	stray,unknown	al·tar·w·ar·d
aluminise	-	stray	a·lumin·ise
aluminize	-	stray	a·lumin·ize
aluminous	-	stray	a·lumin·ous
Amalthea	-	stray,unknown	a·mal·the·a
Amalthean	-	stray	a·mal·the·an
amanat	-	stray,lowconf,unknown	a·man·at
amand	-	stray,unknown	a·man·d
Amano	-	stray,unknown	a·man·o
amant	-	stray,unknown	a·man·t
Amar	-	stray	a·mar
Amarapura	-	stray,lowconf,unknown	a·mar·ap·ur·a
amarelle	-	stray,lowconf,unknown	a·mare·lle
amaritude	-	stray	a·mari·tude
amaro	-	stray,unknown	a·mar·o
amaroidal	-	stray	a·mar·oid·al
Amarone	-	stray,lowconf,unknown	a·mar·one
amaru	-	stray,unknown	a·mar·u
amatrice	-	stray	a·matr·ic·e
amatriciana	-	stray,unknown	a·matr·ic·ian·a
Amenta	-	stray,unknown	a·ment·a
amentia	-	stray,lowconf,unknown	a·ment·ia
amentiferae	-	stray	a·ment·i·fer·ae
amentum	-	stray	a·ment·um
ametria	-	stray,lowconf,unknown	a·metr·ia
ametropia	-	stray,unknown	a·metr·op·ia
ametropic	-	stray	a·metr·op·ic
amidopyrine	-	stray,unknown	a·mid·op·y·r·ine
Amin	-	stray	a·min
Amina	-	stray,unknown	a·min·a
Amini	-	stray,unknown	a·min·i
aminic	-	stray	a·min·ic
aminoalkane	-	stray,unknown	a·min·o·al·k·an·e
aminobenzine	-	stray,unknown	a·min·ob·en·z·ine
aminoeicosanediol	-	stray,lowconf,unknown	a·min·oe·ic·o·s·an·ed·iol
aminopherase	-	stray,unknown	a·min·op·h·er·a·s·e
aminoplast	-	stray,lowconf,unknown	a·min·op·la·s·t
amitotic	-	stray,unknown	a·mit·ot·ic
amorally	-	stray	a·mor·al·ly
amorance	-	stray	a·mor·ance
amorce	-	stray,lowconf,unknown	a·mor·ce
amorino	-	stray,lowconf,unknown	a·mor·ino
amorist	-	stray	a·mor·ist
amorosa	-	stray,lowconf,unknown	a·mor·o·s·a
amoroso	-	stray,lowconf,unknown	a·mor·o·s·o
Amoroso	-	stray,lowconf,unknown	a·mor·o·s·o
amortal	-	stray	a·mort·al
amortally	-	stray	a·mort·al·ly
amortise	-	stray	a·mort·ise
amove	-	stray	a·mov·e
amphibiotic	-	stray,unknown	amphi·bio·t·ic
anabiotic	-	stray,unknown	an·a·bio·t·ic
anachronic	-	stray	an·a·chron·ic
anachronical	-	stray	an·a·chron·ical
anachronistical	-	stray	an·a·chron·ist·ical
anachronistically	-	stray	an·a·chron·ist·ical·ly
anachronous	-	stray	an·a·chron·ous
anadiplosis	-	stray,unknown	an·adip·l·osis
anadipsia	-	stray,unknown	an·adip·s·ia
anagnost	-	stray,unknown	an·a·gnos·t
anagrammatic	-	stray,unknown	an·a·gram·mat·ic
anagrammatical	-	stray,unknown	an·a·gram·mat·ical
anagrammatise	-	stray,unknown	an·a·gram·mat·ise
anagrammatistic	-	stray,unknown	an·a·gram·mat·ist·ic
anagrammatize	-	stray,unknown	an·a·gram·mat·ize
analetheism	-	stray	an·al·e·the·ism
analgetic	-	stray,unknown	an·al·ge·t·ic
analogate	-	stray	an·a·log·ate
analogise	-	stray	an·a·log·ise
analogism	-	stray	an·a·log·ism
analogist	-	stray	an·a·log·ist
analogly	-	stray	an·a·log·ly
analogon	-	stray,unknown	an·a·log·on
anamorphism	-	stray,unknown	an·a·mor·ph·ism
anamorphosis	-	stray,unknown	an·a·mor·ph·osis
anaphonesis	-	stray,unknown	an·a·phon·es·i·s
anapodeictic	-	stray,unknown	an·a·pod·e·ic·t·ic
anarchially	-	stray,unknown	an·arch·i·al·ly
anathematise	-	stray,unknown	an·a·the·mat·ise
anathematize	-	stray,unknown	an·a·the·mat·ize
anathemise	-	stray,unknown	an·a·the·m·ise
anathemize	-	stray,unknown	an·a·the·m·ize
anatidaephobia	-	stray,unknown	a·nat·id·ae·phobia
anational	-	stray	a·nat·ion·al
Anatole	-	stray,lowconf,unknown	a·nat·ole
anatomise	-	stray,unknown	a·nat·om·ise
anatomize	-	stray,unknown	a·nat·om·ize
anatopism	-	stray	a·nat·op·ism
anatropous	-	stray,lowconf,unknown	a·nat·rop·ous
anemopyretic	-	stray,unknown	an·em·op·y·ret·ic
anestrum	-	stray,unknown	an·e·stru·m
anestrus	-	stray	an·e·stru·s
Anfinson	-	stray,unknown	an·fin·s·on
anfractuous	-	stray,unknown	an·fract·u·ous
Angeline	-	stray,unknown	an·ge·l·ine
angelless	-	stray,unknown	an·ge·l·less
angelly	-	stray,unknown	an·ge·l·ly
angelology	-	stray,unknown	an·ge·l·ology
Angelos	-	stray,lowconf,unknown	an·ge·lo·s
Angelverse	-	stray,unknown	an·ge·lv·er·s·e
angerer	-	stray,unknown	an·ge·r·er
Angerer	-	stray,unknown	an·ge·r·er
Angers	-	stray,unknown	an·ge·r·s
animatrice	-	stray	an·i·matr·ic·e
animatrix	-	stray,unknown	an·i·matri·x
animeverse	-	stray	an·im·e·vers·e
anomal	-	stray	a·nom·al
anomalist	-	stray	a·nom·al·ist
anomalops	-	stray,unknown	a·nom·al·op·s
anomalopteryx	-	stray,lowconf,unknown	a·nom·al·opt·ery·x
anomalousness	-	stray	a·nom·al·ous·ness
anomia	-	stray,lowconf,unknown	a·nom·ia
anomiidae	-	stray,lowconf,unknown	a·nom·iid·ae
anomopod	-	stray	a·nom·o·pod
anonymizer	-	stray,unknown	an·onym·ize·r
anonymouse	-	stray	an·onym·ous·e
anorthography	-	stray	an·ortho·graph·y
anovulant	-	stray,unknown	a·nov·ul·ant
ansulate	-	stray,unknown	an·su·l·ate
antecede	-	stray	ante·ced·e
antennariidae	-	stray,lowconf,unknown	an·ten·n·ar·iid·ae
antennary	-	stray,unknown	an·ten·n·ary
antennate	-	stray	an·ten·nat·e
Antequera	-	stray,unknown	ante·quer·a
antevenient	-	stray,unknown	ante·ven·i·ent
Anthea	-	stray,unknown	an·the·a
antheraea	-	stray,unknown	an·the·r·ae·a
anthericum	-	stray,unknown	an·the·r·ic·um
Anthes	-	stray	an·the·s
anthropause	-	stray,unknown	anthrop·au·s·e
anthropics	-	stray	anthrop·ic·s
Anthropocene	-	stray,unknown	anthrop·oc·en·e
anthropodicy	-	stray	anthrop·o·dic·y
anthropogenetic	-	stray,unknown	anthrop·o·gene·t·ic
anthropopathetically	-	stray,unknown	anthrop·op·a·the·t·ical·ly
anthropophagus	-	stray,unknown	anthrop·o·phag·u·s
anthropophagy	-	stray	anthrop·o·phag·y
anthropulse	-	stray,unknown	anthrop·ul·s·e
antiapartheid	-	stray,unknown	anti·a·par·the·id
antiaquatic	-	stray,unknown	anti·aqua·t·ic
antibioticked	-	stray,unknown	anti·bio·t·ic·k·ed
antiepicentre	-	stray	anti·epi·centr·e
antifideism	-	stray,unknown	anti·fid·e·ism
Antilochus	-	stray,unknown	anti·loc·hu·s
antimasker	-	stray	ant·im·a·sk·er
antimaterialism	-	stray,unknown	anti·mater·i·al·ism
antimetaphysics	-	stray	anti·meta·phys·ic·s
antinomasia	-	stray,lowconf,unknown	anti·nom·a·s·ia
antinome	-	stray	anti·nom·e
Antiope	-	stray	anti·op·e
antiphilosophy	-	stray	anti·philo·soph·y
antiphony	-	stray	anti·phon·y
antispeciesism	-	stray,unknown	anti·spec·i·es·ism
antisub	-	stray,unknown	anti·su·b
antisubjectivism	-	stray,unknown	anti·sub·ject·i·vis·m
antithetically	-	stray,unknown	anti·the·t·ical·ly
antonomasia	-	stray,lowconf,unknown	ant·onom·a·s·ia
antonomastic	-	stray,unknown	ant·onom·a·s·t·ic
antonymy	-	stray	ant·onym·y
anumarana	-	stray,unknown	an·u·mar·an·a
Aomori	-	stray,lowconf,unknown	a·o·mor·i
apan	-	stray	a·pan
apanage	-	stray	a·pan·a·ge
apanthropinisation	-	stray,unknown	ap·anthrop·ini·s·ation
apapane	-	stray	ap·a·pan·e
apartheider	-	stray,unknown	a·par·the·id·er
apartheidesque	-	stray,unknown	a·par·the·id·esque
apartheidic	-	stray	a·par·the·i·dic
apartheidish	-	stray,unknown	a·par·the·id·ish
apartheidize	-	stray,unknown	a·par·the·id·ize
apatheia	-	stray,unknown	ap·a·the·ia
apathetically	-	stray,unknown	ap·a·the·t·ical·ly
